SaveBlock2.playerName			200 187 190 195 200 191 255 | 255
SaveBlock2.playerApprentice.speciesIds[0]			0
SaveBlock2.playerApprentice.speciesIds[1]			0
SaveBlock2.playerApprentice.speciesIds[2]			0
SaveBlock2.playerApprentice.questions[0]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[1]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[2]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[3]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[4]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[5]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[6]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[7]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.playerApprentice.questions[8]			...
SaveBlock2.playerApprentice.questions.questionId			0
SaveBlock2.playerApprentice.questions.monId			0
SaveBlock2.playerApprentice.questions.moveSlot			0
SaveBlock2.playerApprentice.questions.suggestedChange			0
SaveBlock2.playerApprentice.questions.data			0
SaveBlock2.apprentices[0]			...
SaveBlock2.apprentices.id			2
SaveBlock2.apprentices.lvlMode			0
SaveBlock2.apprentices.numQuestions			0
SaveBlock2.apprentices.number			0
SaveBlock2.apprentices.party[0]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[1]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[2]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.speechWon[0]			65535
SaveBlock2.apprentices.speechWon[1]			65535
SaveBlock2.apprentices.speechWon[2]			65535
SaveBlock2.apprentices.speechWon[3]			65535
SaveBlock2.apprentices.speechWon[4]			65535
SaveBlock2.apprentices.speechWon[5]			65535
SaveBlock2.apprentices.playerId[0]			0
SaveBlock2.apprentices.playerId[1]			0
SaveBlock2.apprentices.playerId[2]			0
SaveBlock2.apprentices.playerId[3]			0
SaveBlock2.apprentices.playerName			255 0 0 0 0 0 0
SaveBlock2.apprentices.language			2
SaveBlock2.apprentices.checksum			0
SaveBlock2.apprentices[1]			...
SaveBlock2.apprentices.id			2
SaveBlock2.apprentices.lvlMode			0
SaveBlock2.apprentices.numQuestions			0
SaveBlock2.apprentices.number			0
SaveBlock2.apprentices.party[0]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[1]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[2]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.speechWon[0]			65535
SaveBlock2.apprentices.speechWon[1]			65535
SaveBlock2.apprentices.speechWon[2]			65535
SaveBlock2.apprentices.speechWon[3]			65535
SaveBlock2.apprentices.speechWon[4]			65535
SaveBlock2.apprentices.speechWon[5]			65535
SaveBlock2.apprentices.playerId[0]			0
SaveBlock2.apprentices.playerId[1]			0
SaveBlock2.apprentices.playerId[2]			0
SaveBlock2.apprentices.playerId[3]			0
SaveBlock2.apprentices.playerName			255 0 0 0 0 0 0
SaveBlock2.apprentices.language			2
SaveBlock2.apprentices.checksum			0
SaveBlock2.apprentices[2]			...
SaveBlock2.apprentices.id			2
SaveBlock2.apprentices.lvlMode			0
SaveBlock2.apprentices.numQuestions			0
SaveBlock2.apprentices.number			0
SaveBlock2.apprentices.party[0]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[1]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[2]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.speechWon[0]			65535
SaveBlock2.apprentices.speechWon[1]			65535
SaveBlock2.apprentices.speechWon[2]			65535
SaveBlock2.apprentices.speechWon[3]			65535
SaveBlock2.apprentices.speechWon[4]			65535
SaveBlock2.apprentices.speechWon[5]			65535
SaveBlock2.apprentices.playerId[0]			0
SaveBlock2.apprentices.playerId[1]			0
SaveBlock2.apprentices.playerId[2]			0
SaveBlock2.apprentices.playerId[3]			0
SaveBlock2.apprentices.playerName			255 0 0 0 0 0 0
SaveBlock2.apprentices.language			2
SaveBlock2.apprentices.checksum			0
SaveBlock2.apprentices[3]			...
SaveBlock2.apprentices.id			2
SaveBlock2.apprentices.lvlMode			0
SaveBlock2.apprentices.numQuestions			0
SaveBlock2.apprentices.number			0
SaveBlock2.apprentices.party[0]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[1]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.party[2]			...
SaveBlock2.apprentices.party.species			0
SaveBlock2.apprentices.party.moves[0]			0
SaveBlock2.apprentices.party.moves[1]			0
SaveBlock2.apprentices.party.moves[2]			0
SaveBlock2.apprentices.party.moves[3]			0
SaveBlock2.apprentices.party.item			0
SaveBlock2.apprentices.speechWon[0]			65535
SaveBlock2.apprentices.speechWon[1]			65535
SaveBlock2.apprentices.speechWon[2]			65535
SaveBlock2.apprentices.speechWon[3]			65535
SaveBlock2.apprentices.speechWon[4]			65535
SaveBlock2.apprentices.speechWon[5]			65535
SaveBlock2.apprentices.playerId[0]			0
SaveBlock2.apprentices.playerId[1]			0
SaveBlock2.apprentices.playerId[2]			0
SaveBlock2.apprentices.playerId[3]			0
SaveBlock2.apprentices.playerName			255 0 0 0 0 0 0
SaveBlock2.apprentices.language			2
SaveBlock2.apprentices.checksum			0
SaveBlock2.berryCrush			...
SaveBlock2.berryCrush.pressingSpeeds[0]			0
SaveBlock2.berryCrush.pressingSpeeds[1]			0
SaveBlock2.berryCrush.pressingSpeeds[2]			0
SaveBlock2.berryCrush.pressingSpeeds[3]			0
SaveBlock2.berryCrush.berryPowderAmount			2403946657
SaveBlock2.berryCrush.unk			0
SaveBlock2.pokeJump			...
SaveBlock2.pokeJump.jumpsInRow			0
SaveBlock2.pokeJump.unused1			0
SaveBlock2.pokeJump.excellentsInRow			0
SaveBlock2.pokeJump.gamesWithMaxPlayers			0
SaveBlock2.pokeJump.unused2			0
SaveBlock2.pokeJump.bestJumpScore			0
SaveBlock2.berryPick			...
SaveBlock2.berryPick.bestScore			0
SaveBlock2.berryPick.berriesPicked			0
SaveBlock2.berryPick.berriesPickedInRow			0
SaveBlock2.berryPick.field_8			0
SaveBlock2.berryPick.field_9			0
SaveBlock2.berryPick.field_A			0
SaveBlock2.berryPick.field_B			0
SaveBlock2.berryPick.field_C			0
SaveBlock2.berryPick.field_D			0
SaveBlock2.berryPick.field_E			0
SaveBlock2.berryPick.field_F			0
SaveBlock2.hallRecords1P[0][0][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[0][0][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[0][0][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[0][1][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[0][1][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[0][1][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][0][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][0][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][0][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][1][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][1][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[1][1][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][0][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][0][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][0][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][1][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][1][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[2][1][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][0][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][0][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][0][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][1][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][1][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[3][1][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[4][0][0]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[4][0][1]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[4][0][2]			...
SaveBlock2.hallRecords1P.id[0]			4
SaveBlock2.hallRecords1P.id[1]			32
SaveBlock2.hallRecords1P.id[2]			160
SaveBlock2.hallRecords1P.id[3]			227
SaveBlock2.hallRecords1P.winStreak			0
SaveBlock2.hallRecords1P.name			255 0 0 0 0 0 0 | 0
SaveBlock2.hallRecords1P.language			0
SaveBlock2.hallRecords1P[4][1][0]			...
